country,city,lat,lng,population
India,Tājpur,25.9022,84.5055,9036
Italy,Villa Castelli,40.5833,17.4833,9036
United States,Tiburon,37.8854,-122.4637,9035
Czechia,Roztoky,50.1614,14.3869,9034
Ethiopia,Ādamī Tulu,7.8667,38.7000,9034
India,Gohi Bishunpur,25.9275,85.8626,9034
United States,Harleysville,40.2792,-75.3873,9034
Algeria,Ksar Belezma,35.6756,5.9033,9033
Hungary,Nagykálló,47.8831,21.8500,9033
Germany,Westerland,54.9100,8.3075,9032
France,Poisy,45.9216,6.0622,9032
France,Fontaine-lès-Dijon,47.3433,5.0206,9032
Italy,Porto Tolle,44.9500,12.3167,9031
United States,Oak Grove,45.3409,-93.3264,9031
Germany,Furtwangen im Schwarzwald,48.0503,8.2092,9030
United Kingdom,Dunbar,56.0027,-2.5169,9030
United States,Rice Lake,45.4864,-91.7447,9030
India,Dharampur,25.2417,82.2331,9029
Italy,Monticello Conte Otto,45.6000,11.5833,9029
Taiwan,Nanzhuang,24.5699,121.0157,9029
Ukraine,Velyki Luchky,48.4200,22.5611,9028
Vietnam,Nhân Trạch,19.0500,105.5500,9028
India,Kurichedu,15.9000,79.5833,9027
India,Kannāl,18.6938,79.4288,9027
Japan,Katsuyama,35.0876,133.6913,9027
Belgium,Sint-Martens-Lennik,50.8000,4.1500,9024
India,Rāmpur Khajuriyā,26.3923,84.7688,9024
Ukraine,Pivnichne,48.3886,37.9067,9024
Brazil,Coqueiral,-21.1889,-45.4408,9023
Germany,Reinfeld,53.8333,10.4833,9023
France,Breuillet,48.5658,2.1706,9023
Madagascar,Ampasimpotsy-Gara,-18.9618,48.3403,9023
Somalia,Ceelbuur,4.6850,46.6175,9023
United States,Benton Harbor,42.1159,-86.4488,9023
Spain,Cheste,39.4797,-0.6844,9022
India,Sāhāpur,22.5200,88.1700,9022
Timor-Leste,Manatuto,-8.5114,126.0131,9022
United States,Craig,40.5171,-107.5554,9022
United States,East Nottingham,39.7621,-75.9705,9022
Ukraine,Reshetylivka,49.5667,34.0667,9021
Canada,Beckwith,45.0833,-76.0667,9021
United Kingdom,Blairgowrie,56.5916,-3.3405,9020
United Kingdom,Cupar,56.3200,-3.0100,9020
India,Nādol,25.3670,73.4500,9020
Germany,Bockhorn,53.4000,8.0167,9019
India,Kaniwāra,22.2145,79.7366,9019
India,Māli,25.6549,86.7275,9019
Italy,Foiano della Chiana,43.2567,11.8164,9019
Germany,Hohenbrunn,48.0500,11.7000,9018
India,Moman Barodiya,23.6042,76.3364,9018
Honduras,San Francisco,14.1156,-88.3707,9017
Costa Rica,San Ignacio,9.7997,-84.1630,9016
Egypt,Mandīshah,28.3515,28.9317,9016
India,Bābai Kalān,22.8313,78.6774,9016
Thailand,Ban Wang Pradu,16.7600,100.3500,9016
Turkey,Karlıova,39.2992,41.0142,9016
United States,Cape St. Claire,39.0433,-76.4471,9016
Argentina,Coronel Du Graty,-27.6667,-60.9333,9015
United Kingdom,Oakengates,52.6950,-2.4510,9015
India,Lakhna,25.8865,87.6001,9015
India,Dhauni,24.9901,87.0011,9015
India,Madhurāpur,25.9456,85.9759,9015
Peru,Aplao,-16.0713,-72.4882,9015
El Salvador,Estanzuelas,13.6500,-88.5000,9015
India,Nārsingi,18.0446,78.4254,9014
India,Bāsdeopur,25.3909,86.6821,9014
India,Hatti Mattūr,14.9435,75.4239,9014
United States,Summit View,47.1343,-122.3467,9014
United States,Audubon,40.1304,-75.4280,9014
Italy,Treia,43.3114,13.3131,9013
Thailand,Akat Amnuai,17.5964,103.9816,9013
Argentina,Mburucuyá,-28.0500,-58.2333,9012
United Kingdom,Meltham,53.5920,-1.8500,9012
India,Hārua,24.5257,87.9898,9012
Thailand,Kaeng Khro,16.1086,102.2581,9012
Canada,Labrador City,52.9500,-66.9167,9011
India,Morānha,27.1874,94.9156,9010
United States,West Donegal,40.1297,-76.6226,9009
Botswana,Kasane,-17.7983,25.1536,9008
Germany,Hemmoor,53.7025,9.1394,9007
Portugal,Caxias,38.7000,-9.2833,9007
India,Mishrikot,15.2465,75.0567,9006
Philippines,Burgos,16.5250,120.4583,9006
United States,Yarmouth,43.7978,-70.1719,9006
Albania,Perondi,40.7789,19.9231,9005
United States,Lake Park,26.7998,-80.0681,9005
Brazil,Rafard,-23.0117,-47.5269,9004
Italy,Venturina,43.0333,10.6000,9004
Bulgaria,Omurtag,43.1069,26.4198,9003
Chile,Chanco,-36.2859,-72.7107,9003
Chile,Chanco,-36.2667,-72.7167,9003
India,Kambaneri Pudukkudi,9.0685,77.3795,9003
Thailand,Tha Luang,15.0712,101.0980,9003
India,Mādhavaram,16.8900,81.5937,9001
Serbia,Crvenka,45.6583,19.4556,9001
Russia,Vuktyl,63.7000,57.3167,9001
Chile,Lo Miranda,-34.1900,-70.8900,9000
"Gambia, The",Diabugu,13.3833,-14.4000,9000
India,Jangalapalli,14.4818,79.8906,9000
India,Urpāar,31.0537,75.9652,9000
India,Lohara,29.1667,77.2167,9000
India,Ugamedi,22.0010,71.6481,9000
India,Tikar,23.1500,71.1000,9000
Morocco,Aïn el Mediour,30.4000,-8.8833,9000
Moldova,Chiţcani,46.7856,29.6086,9000
Madagascar,Maropaika,-22.7088,46.9758,9000
Madagascar,Morafeno,-14.3695,50.0450,9000
Madagascar,Soamahamanina,-18.9885,47.0163,9000
Madagascar,Ambodivoanio,-16.1834,49.6574,9000
Madagascar,Tsimafana,-19.7219,44.5841,9000
Madagascar,Sahatsiho-Ambohimanjaka,-20.2020,47.0907,9000
Madagascar,Ranopiso,-25.0548,46.6846,9000
Madagascar,Ivandrika,-22.8738,47.7259,9000
Madagascar,Marotolana,-14.6086,49.0275,9000
Madagascar,Ambatoria,-14.4611,48.9523,9000
Madagascar,Lanivo,-22.2940,47.8148,9000
Madagascar,Sarasambo,-25.1081,46.7884,9000
Madagascar,Antambohobe,-22.3119,46.7751,9000
Madagascar,Ambalajia,-17.4965,46.1206,9000
Madagascar,Nato,-22.3089,47.8296,9000
Madagascar,Mahamaibe,-21.7551,47.8857,9000
Madagascar,Mitanty,-21.7284,47.9989,9000
Madagascar,Salobe,-23.5333,44.7167,9000
Madagascar,Ambariokorano,-15.8964,48.9716,9000
Madagascar,Vohilava,-21.7661,47.9104,9000
Madagascar,Vatananto,-23.7000,47.2167,9000
Madagascar,Iara,-23.0835,47.4372,9000
Madagascar,Ampary,-19.1911,46.5895,9000
Madagascar,Ambalaromba,-14.6731,49.3363,9000
Madagascar,Ambatoharanana,-16.4252,49.5820,9000
Madagascar,Befotaka,-20.8333,45.6667,9000
Madagascar,Soamanonga,-23.8786,44.7906,9000
Madagascar,Bemaharivo,-16.1416,46.3934,9000
Madagascar,Anteza,-21.6717,47.8446,9000
Madagascar,Bekopaka,-19.1460,44.7931,9000
Madagascar,Antaly,-24.3833,44.4000,9000
Madagascar,Anjialava,-14.0802,49.7271,9000
Madagascar,Ankarana-Miraihina,-23.0849,47.6302,9000
Madagascar,Tsaratanana,-15.6417,47.8491,9000
Madagascar,Antsaidoha-Bebao,-17.3620,44.5452,9000
Madagascar,Nosibe,-13.1577,49.7934,9000
Madagascar,Soanierana,-25.0049,46.8906,9000
Madagascar,Ambatolahy,-19.7397,47.2847,9000
Madagascar,Soanenga,-16.5044,44.6111,9000
Madagascar,Mahabo,-24.2898,45.2230,9000
Madagascar,Manampaneva,-16.0502,48.6817,9000
Madagascar,Manja,-21.4329,44.3333,9000
Madagascar,Ambinanin’ Andravory,-13.7728,49.7519,9000
Madagascar,Belinta,-19.9537,45.1167,9000
Madagascar,Marovatolena,-15.1890,47.6445,9000
Madagascar,Morarano,-19.4280,47.4873,9000
Madagascar,Antsahavaribe,-13.8564,49.8639,9000
Madagascar,Antseza,-16.2142,45.8605,9000
Madagascar,Andribavontsona,-15.3860,47.5011,9000
Madagascar,Ankiliabo,-24.6843,44.7233,9000
Madagascar,Antanankambano,-22.0606,47.4764,9000
Madagascar,Alakamisy-Ambohimahazo,-20.4082,47.3566,9000
Madagascar,Benato-Toby,-23.0853,45.8581,9000
Madagascar,Ankirihitra,-16.7715,46.4422,9000
Madagascar,Antsatramidola,-15.6334,48.9686,9000
Madagascar,Amboronabo,-22.6759,44.3880,9000
Madagascar,Manevy,-24.3901,46.8045,9000
Madagascar,Beparasy,-19.1687,48.0338,9000
Madagascar,Tandrano,-22.0843,44.6385,9000
Madagascar,Fierenana,-18.4833,48.4000,9000
Madagascar,Ambarimaninga,-16.4941,46.0036,9000
Madagascar,Ambodimahabibo,-15.7320,48.1278,9000
Netherlands,’s-Gravendeel,51.7812,4.6176,9000
Russia,Tatarsk,55.2500,75.9833,9000
Syria,Dhībān,35.0150,40.5103,9000
Ukraine,Velyka Dymerka,50.5928,30.9103,9000
Ukraine,Stryzhavka,49.3103,28.4808,9000
Uzbekistan,Dahbed,39.7636,66.9131,9000
Uzbekistan,Qahramon,40.3050,68.6017,9000
Australia,Gisborne,-37.4900,144.5889,8999
Brazil,Carneiros,-9.4828,-37.3769,8999
Brazil,Marcação,-6.7700,-35.0150,8999
Chile,Puerto Octay,-40.9667,-72.9000,8999
India,Patūt,25.4658,84.8140,8999
India,Hetanpur,25.5821,85.5495,8999
India,Kalicherla,13.8833,78.5333,8999
Germany,Furth im Wald,49.3097,12.8400,8998
Tajikistan,Rarz,39.3803,68.7442,8998
India,Dholbāja,26.2674,87.2761,8997
Mexico,San Pedro Atocpan,19.2006,-99.0492,8997
Tanzania,Mbamba Bay,-11.2833,34.7717,8997
United States,Seneca Falls,42.9136,-76.7904,8997
France,Morières-lès-Avignon,43.9425,4.9053,8996
India,Hirehāluhosahalli,15.0105,76.8360,8996
El Salvador,Nueva Guadalupe,13.5333,-88.3500,8996
Ukraine,Novyi Svit,47.8058,38.0186,8996
Germany,Bad Lauchstädt,51.3667,11.8333,8995
India,Rājod,22.9501,75.0640,8995
India,Panasapādu,17.0185,82.2349,8994
Italy,Druento,45.1347,7.5766,8994
United States,Meadow Lakes,61.6380,-149.6080,8994
Germany,Hürtgenwald,50.7100,6.3744,8993
India,Settivāripalle,14.7543,78.7649,8993
India,Peddannavāripalle,14.2535,78.3384,8993
Mexico,Ixtapa Zihuatanejo,17.6367,-101.5514,8992
Romania,Podu Iloaiei,47.2167,27.2667,8992
United States,Windsor,43.2405,-89.2948,8992
Brazil,Icaraíma,-23.3958,-53.6139,8991
India,Devanāngurichchi,11.3895,77.8547,8991
Sweden,Säffle,59.1333,12.9000,8991
United States,Indian Harbour Beach,28.1529,-80.5976,8991
Bosnia and Herzegovina,Gacko,43.1667,18.5333,8990
Germany,Oststeinbek,53.5442,10.1664,8990
India,Kāndra,22.8517,86.0519,8990
United States,Kulpsville,40.2440,-75.3407,8990
Colombia,Iscuandé,2.4444,-77.9717,8989
Germany,Pullach im Isartal,48.0500,11.5167,8989
India,Gudlūru,15.0667,79.9000,8989
India,Chundale,11.5739,76.0578,8989
Morocco,’Aïn Leuh,33.2833,-5.3833,8989
Romania,Apahida,46.8078,23.7400,8989
United States,Hillcrest,41.1298,-74.0350,8989
Canada,Shelburne,44.0833,-80.2000,8989
Belgium,Ardooie,50.9667,3.1833,8988
Brazil,Santana do Manhuaçu,-20.1078,-41.9250,8987
France,Liffré,48.2142,-1.5067,8987
India,Kanchanpalli,17.7427,79.3128,8987
Mali,Togou,13.5911,-5.9981,8987
El Salvador,Dulce Nombre de María,14.1500,-89.0167,8987
Argentina,Urdinarrain,-32.6856,-58.8867,8986
Belgium,Bassenge,50.7583,5.6094,8986
Japan,Hirayama,33.6467,130.5000,8986
United States,Fairless Hills,40.1783,-74.8524,8985
Colombia,Arboledas,7.6667,-72.7500,8984
France,Veauche,45.5628,4.2786,8984
India,Telaprolu,16.5860,80.8900,8984
Thailand,Kosum Phisai,16.2486,103.0674,8984
Burkina Faso,Tiou,11.9500,-2.2000,8983
India,Seydunganallūr,8.6624,77.8293,8983
Portugal,Almargem,38.8475,-9.2714,8983
Colombia,Puerto Lleras,3.2694,-73.3750,8982
India,Khiriāwān,25.1120,84.4017,8982
Mexico,Chilón,17.1167,-92.2833,8982
France,Pithiviers,48.1725,2.2525,8981
Canada,Stanley,49.1331,-98.0656,8981
Germany,Zschopau,50.7500,13.0667,8980
France,Dardilly,45.8064,4.7536,8980
India,Kattamūru,17.0800,82.1300,8980
Mexico,San Francisco Ixhuatan,16.3500,-94.4833,8980
Peru,Acobamba,-12.8431,-74.5694,8980
United States,North Kensington,39.0393,-77.0723,8980
Benin,Akpassi,8.4500,1.8833,8979
Philippines,Bayabas,8.9678,126.2817,8979
Germany,Zwiesel,49.0167,13.2333,8978
India,Hosūru,15.3797,77.4598,8978
India,Sanganakallu,15.1847,76.9703,8978
India,Pulimākkal,9.6500,76.7167,8978
Canada,Taber,49.7847,-112.1508,8978
Chile,Huasco,-28.4664,-71.2192,8977
India,Pedda Pendyāla,17.9230,79.4085,8977
Ukraine,Kalanchak,46.2522,33.2906,8977
Mexico,Higuera de Zaragoza,25.9500,-109.2833,8976
United States,Saline,42.1740,-83.7780,8976
Finland,Lapinlahti,63.3667,27.3833,8975
Colombia,Linares,1.3500,-77.5333,8974
India,Ponnāda,18.2536,83.9012,8974
India,Bhirua,25.8509,86.3319,8974
India,Barwān,23.9379,87.9350,8974
United States,Purcellville,39.1378,-77.7110,8974
Italy,Iseo,45.6586,10.0536,8973
Brazil,Pena Forte,-7.8289,-39.0769,8972
India,Yekāmbarakuppam,13.3168,79.5678,8972
Morocco,Sidi Dahbi,33.0500,-7.1833,8972
Mexico,Tepechitlán,21.6667,-103.3333,8972
Germany,Neustadt,50.7333,11.7500,8971
India,Talevad,17.1700,75.9600,8971
Mexico,Lerma,19.8000,-90.6000,8971
Thailand,Thung Sai,16.3149,99.8327,8971
India,Mahamda,25.8108,84.7874,8970
India,Pararia,25.6492,86.7501,8970
Italy,Borgoricco,45.5336,11.9659,8969
Romania,Valea lui Mihai,47.5200,22.1300,8969
Romania,Ianca,45.1350,27.4747,8969
Slovenia,Vrhnika,45.9624,14.2937,8969
South Africa,Tulbagh,-33.2850,19.1378,8969
United States,Aberdeen,35.1350,-79.4326,8969
Australia,Kelso,-33.4189,149.6058,8968
Brazil,Miradouro,-20.8908,-42.3428,8968
India,Lolokhur,26.4136,87.4012,8968
United States,Lincoln Village,39.9532,-83.1314,8968
United States,Westwood,42.3031,-85.6286,8968
Spain,Monforte del Cid,38.3833,-0.7167,8967
United Kingdom,Ashbourne,53.0160,-1.7310,8967
Morocco,Beni Oulid,34.5897,-4.4514,8967
Syria,Al Yādūdah,32.6751,36.0565,8967
United Kingdom,Llanharan,51.5300,-3.4300,8966
Guernsey,Saint Sampson,49.4819,-2.5411,8966
Mexico,Tzitzio,19.5856,-100.9231,8966
Germany,Bösel,53.0058,7.9542,8965
India,Kharsāwān,22.7909,85.8310,8965
Colombia,Siachoque,5.5000,-73.2333,8964
India,Mudgere,13.1370,75.6060,8962
United States,Fitzgerald,31.7134,-83.2514,8962
India,Tovāla,8.2312,77.5060,8961
Portugal,Aver-o-Mar,41.4039,-8.7690,8961
Denmark,Fredensborg,55.9735,12.4039,8960
Italy,Segni,41.6833,13.0167,8959
Colombia,Nuquí,5.7167,-77.2667,8958
India,Ūnagatla,16.9611,81.6610,8958
Russia,Slavgorod,52.9833,78.6667,8958
Ukraine,Tysmenytsia,48.9008,24.8492,8958
United States,Perkiomen,40.2316,-75.4644,8958
Brazil,Ibitirama,-20.5408,-41.6669,8957
India,Sarenja,25.4449,83.8942,8957
India,Gāzulapalle,15.4036,78.6176,8957
United States,Orting,47.0967,-122.2112,8957
Germany,Wetter,50.8833,8.7167,8956
United Kingdom,Sileby,52.7310,-1.1060,8956
Ukraine,Hlobyne,49.3903,33.2503,8955
Brazil,Rio das Flores,-22.1678,-43.5858,8954
Bhutan,Wangdue Phodrang,27.4833,89.9000,8954
India,Sānchi,23.4865,77.7378,8954
Morocco,Bir Tam Tam,33.9833,-4.6333,8954
Ukraine,Khodoriv,49.4044,24.3122,8954
United States,Kennedale,32.6434,-97.2172,8954
France,La Fare-les-Oliviers,43.5525,5.1950,8953
India,Bayyavaram,17.6638,82.9420,8953
India,Kusmaul,26.1911,87.1311,8953
Mexico,San Francisco Chimalpa,19.4419,-99.3419,8953
Austria,Velden am Wörthersee,46.6000,14.0333,8952
Colombia,Yaguará,2.6661,-75.5186,8952
Egypt,Al Hammāmīyah,26.9308,31.4877,8952
Italy,Noventa Vicentina,45.2833,11.5333,8952
Comoros,Bazimini,-12.1833,44.4500,8952
Slovakia,Tvrdošín,49.3369,19.5503,8952
Canada,Donnacona,46.6747,-71.7294,8952
Poland,Sucha Beskidzka,49.7403,19.5886,8951
Czechia,Mnichovo Hradiště,50.5214,14.9736,8950
France,Cébazat,45.8322,3.1006,8949
India,Karadge,16.4200,74.5800,8949
India,Phulhara,25.8937,86.1300,8949
India,Vanavāsi,11.7523,77.8779,8949
Peru,Morropón,-5.1867,-79.9708,8949
United States,Flanders,40.8412,-74.7102,8949
United States,Edgewater Park,40.0540,-74.9117,8949
Germany,Groß Kreutz,52.4000,12.7833,8948
Algeria,Ouled Rahou,36.0069,0.5919,8948
France,Chécy,47.8942,2.0275,8948
India,Sambhu Chak,26.4081,84.9227,8948
India,Bawāna,28.7620,77.0630,8948
Italy,Aviano,46.0667,12.5833,8948
Turkey,Kangal,39.2367,37.3886,8948
United States,Ladue,38.6377,-90.3815,8948
Argentina,Villa Aberastain,-31.6500,-68.5833,8946
Colombia,Angelópolis,6.1333,-75.7000,8946
Germany,Steinheim am Albuch,48.6922,10.0642,8946
Algeria,Ben Chicao,36.1997,2.8486,8946
Guatemala,San Mateo,14.8667,-91.5833,8946
India,Bāba Bakāla,31.5550,75.2656,8946
United States,Sheffield Lake,41.4883,-82.0979,8946
Brazil,Natuba,-7.6408,-35.5500,8945
India,Bhelsi,24.7866,79.1281,8945
India,Jasauli Patti,26.4912,84.8818,8945
India,Dalavāypattanam,10.6747,77.4845,8945
Austria,Attnang-Puchheim,48.0167,13.7197,8944
India,Rāmnagar,32.8073,75.3112,8944
Brazil,Açucena,-19.0728,-42.5458,8943
India,Chitvel,14.1667,79.3333,8943
Poland,Czarna Białostocka,53.3000,23.2833,8943
Ukraine,Yasenivskyi,48.1606,39.2175,8943
China,Nanmucun,25.1647,114.5549,8942
United Kingdom,Ferryhill,54.6900,-1.5500,8942
India,Munagāla,17.0500,79.8333,8942
United States,Manteno,41.2470,-87.8457,8942
Brazil,Colméia,-8.7289,-48.7650,8941
Colombia,Tena,4.6547,-74.3900,8941
India,Corgao,15.7096,73.7497,8941
India,Bikkatti,11.3741,76.7513,8941
India,Yellanda,17.7929,79.5912,8941
India,Esanai,11.3004,78.8314,8941
India,Mālior,25.3900,87.8473,8941
India,Kotabommāli,18.5333,84.1667,8941
Italy,Colorno,44.9300,10.3758,8941
United Kingdom,Peebles,55.6519,-3.1889,8940
United Kingdom,Broughton Astley,52.5278,-1.2275,8940
Turkey,Büyükorhan,39.7500,28.9167,8940
Argentina,Viale,-31.8667,-60.0167,8939
Botswana,Tshabong,-26.0200,22.4056,8939
Czechia,Polička,49.7150,16.2675,8939
France,Gonfreville-l’Orcher,49.5058,0.2342,8939
United Kingdom,Brimington,53.2580,-1.3905,8939
India,Borio,25.0344,87.5925,8939
India,Nawāda,25.5037,85.7325,8939
India,Rāmgarha,25.7983,84.9592,8939
Mexico,Almoloya del Río,19.1586,-99.4886,8939
United States,Harahan,29.9374,-90.2031,8939
United States,Meadowbrook,33.3935,-86.7041,8939
United States,West Caln,40.0237,-75.8866,8938
United States,Rio del Mar,36.9607,-121.8807,8938
Greece,Messíni,37.0500,22.0000,8937
Italy,Montagnana,45.2333,11.4658,8937
United States,Valley Center,37.8332,-97.3646,8937
United States,Pulaski,37.0528,-80.7624,8937
Brazil,Caputira,-20.1719,-42.2708,8936
Thailand,Ban Nikhom Phatthana,16.7242,99.9697,8936
United States,Haledon,40.9363,-74.1887,8936
India,Khagaur,25.1744,86.1021,8935
Syria,Kafr Sajnah,35.5279,36.5896,8935
France,Boucau,43.5244,-1.4853,8934
France,Gouvieux,49.1883,2.4169,8934
India,Chinna Kalaiyamputtūr,10.4714,77.4657,8933
Ukraine,Hurzuf,44.5528,34.2875,8933
United States,Cloverdale,38.7962,-123.0152,8933
United Kingdom,Glastonbury,51.1475,-2.7175,8932
Italy,Monteforte d’Alpone,45.4167,11.2833,8932
Morocco,Bounaamane,29.5283,-9.8044,8932
Algeria,Seddouk Oufella,36.6061,4.6389,8931
India,Guttikonda,16.4300,79.8340,8931
Kazakhstan,Qashyr,53.0804,76.0900,8931
Thailand,Thap Than,15.4606,99.8917,8931
Morocco,Bni Sidel,35.1392,-3.1281,8930
Mexico,La Junta,28.4778,-107.3317,8930
United States,Plainedge,40.7241,-73.4770,8930
Colombia,Nunchía,5.6333,-72.2000,8928
Ukraine,Zalishchyky,48.6500,25.7333,8928
Belarus,Chachersk,52.9161,30.9161,8927
Iran,Shahr-e Pīr,28.3122,54.3328,8927
Kosovo,Zhur,42.1639,20.6211,8927
Puerto Rico,Juncos,18.2256,-65.9161,8927
India,Kovvali,16.7333,81.1667,8925
Norway,Florø,61.5986,5.0172,8925
Ukraine,Horokhiv,50.4994,24.7650,8925
India,Balvādi,21.4412,75.2230,8924
Italy,Castelnuovo Berardenga,43.3472,11.5042,8924
India,Cholavaram,13.2389,80.1627,8923
Kyrgyzstan,Kara-Bak,40.1583,70.8167,8923
Portugal,Vila Nova de Cerveira,41.9400,-8.7444,8923
United States,Wesley Chapel,34.9985,-80.6903,8923
Albania,Libonik,40.7500,20.7167,8922
Mexico,Tlahuitoltepec,17.1000,-96.0667,8922
Vietnam,Thị Trấn Đồng Đăng,21.9458,106.6967,8922
India,Rāmapattanam,10.7106,76.9183,8921
Russia,Bodaybo,57.8667,114.2000,8921
Brazil,Terra Nova,-8.2300,-39.3758,8920
Germany,Eslohe,51.2500,8.1667,8920
India,Mangalpur Gudaria,26.6513,84.4832,8920
India,Nānguneri,8.4906,77.6588,8920
India,Māldah,25.1740,85.7599,8920
Mayotte,Chirongui,-12.9344,45.1511,8920
United States,Upper Leacock,40.0801,-76.1854,8920
Germany,Plön,54.1622,10.4214,8919
India,Khorāgāchhi,26.3344,87.5411,8919
Brazil,Guarani,-21.3519,-43.0469,8918
Germany,Vohburg an der Donau,48.7667,11.6167,8918
Mexico,Santa María del Tule,17.0465,-96.6363,8918
Thailand,Sai Ngam,16.4669,99.8902,8918
Italy,Filottrano,43.4344,13.3503,8917
Chile,Florida,-36.8167,-72.6667,8916
India,Barhagarh,19.6450,84.4079,8916
Italy,Asolo,45.8000,11.9167,8916
Russia,Borskoye,53.0261,51.6983,8916
Thailand,Kui Buri,12.0828,99.8543,8916
Germany,Gerstungen,50.9625,10.0597,8915
India,Penaballi,17.2103,80.6978,8915
India,Kilānkundal,10.7543,77.7269,8915
Poland,Sępólno Krajeńskie,53.4500,17.5300,8914
China,Dashouping,23.6425,111.6978,8913
United States,Mansfield,40.0853,-74.7149,8913
United States,Plymouth,43.7447,-87.9660,8913
Brazil,Santa Isabel do Ivaí,-23.0053,-53.1878,8912
Switzerland,Ingenbohl,47.0028,8.6117,8912
Colombia,Argelia,5.7425,-75.1464,8911
Germany,Bellheim,49.1981,8.2792,8911
Egypt,Dayr as Sanqūrīyah,28.4868,30.6648,8911
United Kingdom,Ampthill,52.0263,-0.4906,8911
United States,North Londonderry,40.3227,-76.5867,8911
India,Dumri,25.8605,84.5512,8910
India,Periyapōdu,10.6099,76.8786,8910
India,Kodikkulam,9.9811,78.2121,8910
Russia,Krasnoslobodsk,54.4333,43.8000,8910
United States,Seneca,34.6818,-82.9600,8910
France,Irigny,45.6740,4.8230,8909
Hungary,Dunavarsány,47.2828,19.0661,8909
United States,Collier,40.3991,-80.1322,8909
Canada,Corman Park No. 344,52.2291,-106.8002,8909
Brazil,Virgínia,-22.3328,-45.0919,8908
Germany,Brand-Erbisdorf,50.8689,13.3219,8908
United Kingdom,Felling,54.9500,-1.5640,8908
India,Segarai,10.7300,79.5111,8908
United States,Northwest Harborcreek,42.1494,-79.9945,8908
United States,Evergreen,48.2308,-114.2700,8908
Spain,Almagro,38.8878,-3.7122,8907
India,Basāha,26.1329,86.7480,8907
India,Channubanda,17.0331,80.8056,8907
United States,Skidaway Island,31.9372,-81.0449,8907
Denmark,Helsinge,56.0197,12.1990,8906
Spain,Montmeló,41.5547,2.2500,8906
France,Quéven,47.7894,-3.4139,8906
India,Ayas,24.2508,87.7784,8906
India,Bhadwār,25.5576,84.7559,8906
Germany,Perl,49.4667,6.3667,8905
Italy,Belvedere Marittimo,39.6167,15.8667,8905
Kazakhstan,Makhambet,47.6667,51.5833,8905
United States,Chartiers,40.2505,-80.2495,8905
India,Lakhanāpuram,18.7504,83.5534,8904
Brazil,Palmeira d’Oeste,-20.4158,-50.7619,8903
India,Potangal,18.5661,77.7742,8903
United States,North Merritt Island,28.4585,-80.7162,8903
United States,Poteau,35.0282,-94.6346,8903
Germany,Florstadt,50.3158,8.8631,8902
India,Tullukuttināyakkanūr,9.8149,77.6808,8902
Dominican Republic,Ramón Santana,18.5500,-69.1833,8901
India,Vadasīkarambattu,11.6446,79.6882,8900
New Zealand,Wanaka,-44.7081,169.1239,8900
Uganda,Amuria,2.0300,33.6431,8900
Uzbekistan,Yangiobod,41.1192,70.0942,8900
India,Karor,25.6018,86.0930,8899
France,Bellerive-sur-Allier,46.1175,3.4044,8898
United States,Cortez,37.3503,-108.5768,8898
United States,Caldwell,40.8389,-74.2776,8898
France,Quétigny,47.3153,5.1069,8897
United States,Greenville,43.1797,-85.2534,8897
United States,Oxford,36.3155,-78.5848,8897
Brazil,Ibirapuã,-17.6878,-40.1089,8896
India,Punjai Lakkāpuram,11.3050,77.7554,8896
India,Kishtwār,33.3135,75.7673,8896
India,Maddūr,16.8602,77.6121,8896
Mexico,San José de Gracia,22.1500,-102.4167,8896
Russia,Zavolzhsk,57.4667,42.1500,8896
Brazil,Matias Cardoso,-14.8550,-43.9219,8895
India,Wābāgai,24.5309,93.9376,8895
Turkey,Eruh,37.7497,42.1797,8895
Lithuania,Prienai,54.6333,23.9500,8894
Mexico,Tepetitlan,20.1842,-99.3808,8893
Italy,San Marzano di San Giuseppe,40.4500,17.5000,8892
India,Kanhauli,26.4815,86.1876,8890
India,Tummalacheruvu,16.5249,79.7989,8889
India,Tummalacheruvu,17.7706,80.7933,8889
Germany,Hallstadt,49.9333,10.8833,8888
France,Entraigues-sur-la-Sorgue,44.0036,4.9272,8888
Guatemala,Zunilito,14.6167,-91.5167,8888
Morocco,Douar Ait Taleb,32.3839,-8.1856,8888
Morocco,Awfouss,31.6833,-4.1667,8888
United States,Oak Island,33.9434,-78.1366,8888
Botswana,Shoshong,-23.0333,26.5167,8887
Germany,Rimbach,49.6240,8.7603,8887
France,Le Thor,43.9300,4.9950,8887
India,Allāhpur,26.3434,77.8195,8887
India,Barhauna,25.3040,85.4216,8887
Italy,Tarcento,46.2167,13.2167,8887
Ukraine,Tiachiv,48.0114,23.5722,8887
Vietnam,Ấp Tân Ngãi,10.2369,106.2878,8887
Germany,Titz,51.0061,6.4242,8886
United Kingdom,Holywell,53.2740,-3.2230,8886
India,Melpanaikkādu,10.2599,79.1169,8886
Iran,Bīdkhūn,27.4803,52.6681,8886
Kyrgyzstan,Ladan Kara,40.9185,72.9486,8886
United States,Summit,47.1694,-122.3628,8885
United States,Beaver Falls,40.7619,-80.3226,8885
Botswana,Metsemotlhaba,-24.5531,25.8039,8884
Germany,Obernburg am Main,49.8400,9.1414,8884
United Kingdom,Partick,55.8714,-4.3086,8884
Croatia,Belišće,45.6825,18.4069,8884
India,Tharīke,30.8758,75.7756,8884
